DateTime,sampleRate,xPosition,yPosition,zPosition,xShortBufferAvg,yShortBufferAvg,zShortBufferAvg,xLongBufferAvg,yLongBufferAvg,zLongBufferAvg,xAvgDifferenceMagnitude,yAvgDifferenceMagnitude,zAvgDifferenceMagnitude,totalDifferenceMagnitude,breathingDetectionThreshold,peakDetected,peakDetectedFiltered,breathsPerMinute
12/05/2020 17:23:56,59.80817,0.9238281,0.04052734,-0.3852539,0.9042155,0.03336588,-0.4365234,0.9177693,0.03624972,-0.4094754,0.0135538,0.00288384,0.02704805,0.04348569,0.04969504,False,False,1
12/05/2020 17:23:56,59.81009,0.9365234,0.04931641,-0.3808594,0.9069417,0.03515625,-0.4313558,0.9180298,0.03643121,-0.4090779,0.01108807,0.001274958,0.02227786,0.03464089,0.04969004,False,False,1
12/05/2020 17:23:56,59.81009,0.9233398,0.0703125,-0.421875,0.9091797,0.03922526,-0.4289958,0.9181025,0.03689533,-0.4092533,0.008922815,0.002329923,0.01974249,0.03099523,0.04968504,False,False,1
12/05/2020 17:23:56,59.87967,0.9233398,0.0703125,-0.421875,0.9115804,0.04366048,-0.4268799,0.9181733,0.03734692,-0.4094238,0.00659287,0.006313562,0.01745605,0.03036249,0.04968004,False,False,1
12/05/2020 17:23:56,59.87967,0.921875,0.05566406,-0.4135742,0.9134114,0.04752604,-0.4239095,0.9182226,0.03759114,-0.4094792,0.004811168,0.009934895,0.01443031,0.02917638,0.04967504,False,False,1
12/05/2020 17:23:56,59.88057,0.9106445,0.03710938,-0.428711,0.9135335,0.04939779,-0.4228516,0.9181229,0.03758481,-0.4097322,0.004589438,0.01181298,0.01311934,0.02952176,0.04967004,False,False,1
12/05/2020 17:23:56,59.88057,0.9116211,0.03564453,-0.434082,0.9143066,0.05045573,-0.4222005,0.9180385,0.03755961,-0.4100485,0.003731847,0.01289612,0.01215205,0.02878001,0.04966504,False,False,1
12/05/2020 17:23:56,59.87913,0.9243163,0.03173828,-0.4306641,0.9162598,0.04984538,-0.4215901,0.918119,0.03748498,-0.4103127,0.001859188,0.0123604,0.01127741,0.02549699,0.04966005,False,False,1
12/05/2020 17:23:56,59.87913,0.9140625,0.02880859,-0.425293,0.9173584,0.04789225,-0.4199626,0.9180676,0.03737515,-0.4105024,0.0007092357,0.01051711,0.009460181,0.02068652,0.04965505,False,False,1
12/05/2020 17:23:56,59.87587,0.9140625,0.02880859,-0.425293,0.918457,0.04593913,-0.418335,0.9180176,0.03726806,-0.4106872,0.000439465,0.008671064,0.007647723,0.01675825,0.04965005,False,False,1
12/05/2020 17:23:56,59.87587,0.9077148,0.03515625,-0.4165039,0.918457,0.04418945,-0.416748,0.9178904,0.037242,-0.4107591,0.0005666614,0.006947458,0.005988985,0.0135031,0.04964505,False,False,1
12/05/2020 17:23:56,59.87307,0.9145508,0.04492188,-0.4208984,0.9188232,0.04402669,-0.4170736,0.9178497,0.03733565,-0.4108827,0.0009735823,0.006691039,0.006190866,0.01385549,0.04964005,False,False,1
12/05/2020 17:23:56,59.87307,0.918457,0.05224609,-0.4135742,0.9183756,0.04500325,-0.4194336,0.9178569,0.03751529,-0.4109151,0.0005186796,0.00748796,0.008518457,0.0165251,0.04963505,False,False,1
12/05/2020 17:23:56,59.86998,0.9160156,0.05175781,-0.40625,0.9166666,0.0452067,-0.4215495,0.9178351,0.03768485,-0.4108596,0.00116843,0.007521853,0.01068985,0.01938014,0.04963005,False,False,1
12/05/2020 17:23:56,59.86998,0.9179688,0.04589844,-0.4052734,0.9162191,0.0431722,-0.420166,0.9178366,0.03778148,-0.4107939,0.001617551,0.005390719,0.009372145,0.01638041,0.04962505,False,False,1
12/05/2020 17:23:56,59.8853,0.9179688,0.04589844,-0.4052734,0.9157715,0.0411377,-0.4187826,0.9178382,0.03787586,-0.4107297,0.002066672,0.003261834,0.008052886,0.01338139,0.04962005,False,False,1
12/05/2020 17:23:56,59.8853,0.9213867,0.046875,-0.3999023,0.9157308,0.04040527,-0.4176432,0.9178789,0.0379793,-0.4106053,0.002148151,0.002425972,0.007037967,0.01161209,0.04961505,False,False,1
12/05/2020 17:23:56,59.8807,0.921875,0.06103516,-0.3945313,0.9166667,0.04239909,-0.4147949,0.9179243,0.0382413,-0.4104226,0.001257658,0.004157785,0.004372329,0.009787772,0.04961005,False,False,1
12/05/2020 17:23:56,59.8807,0.9277343,0.06689453,-0.3950195,0.9180094,0.04500325,-0.4115397,0.9180346,0.03856325,-0.4102495,2.515316E-05,0.006440006,0.001290202,0.007755361,0.04960505,False,False,1
12/05/2020 17:23:56,59.88797,0.9135742,0.06689453,-0.4052734,0.9171143,0.04793294,-0.4094238,0.917985,0.03887804,-0.4101942,0.0008707643,0.009054903,0.00077039,0.01069606,0.04960005,False,False,1
12/05/2020 17:23:56,59.88797,0.8603516,0.08789063,-0.4672851,0.9126384,0.05285645,-0.4129232,0.9173517,0.03941664,-0.4108216,0.004713297,0.01343981,0.00210157,0.02025468,0.04959505,False,False,1
12/05/2020 17:23:56,59.88769,0.918457,0.06152344,-0.4052734,0.9130046,0.05558268,-0.4112549,0.9173637,0.03965693,-0.4107613,0.004359126,0.01592575,0.0004935861,0.02077846,0.04959005,False,False,1
12/05/2020 17:23:56,59.88769,0.9404296,0.07666016,-0.4291992,0.9157308,0.05904134,-0.4123128,0.9176117,0.04005481,-0.4109595,0.001880944,0.01898653,0.001353264,0.02222073,0.04958506,False,False,1
12/05/2020 17:23:56,59.77155,0.9257812,0.07617188,-0.4404297,0.9166666,0.06164551,-0.4139404,0.9176986,0.04043904,-0.4112731,0.001031995,0.02120647,0.002667367,0.02490583,0.04958006,False,False,1
12/05/2020 17:23:56,59.77155,0.9023438,0.07080078,-0.4262696,0.9153239,0.06319173,-0.4149984,0.917537,0.04075864,-0.4114309,0.00221312,0.0224331,0.003567457,0.02821368,0.04957506,False,False,1
12/05/2020 17:23:56,59.73217,0.9033203,0.07324219,-0.428711,0.9142659,0.06498209,-0.4168701,0.9173889,0.041097,-0.4116109,0.003122985,0.02388509,0.005259216,0.03226729,0.04957006,False,False,1
12/05/2020 17:23:56,59.73217,0.909668,0.07275391,-0.4321289,0.9135742,0.06722005,-0.4191081,0.9173093,0.04142337,-0.4118224,0.003735065,0.02579669,0.007285655,0.03681741,0.04956506,False,False,1
12/05/2020 17:23:56,59.771,0.909668,0.07275391,-0.4321289,0.9128824,0.06945801,-0.421346,0.9172313,0.04174306,-0.4120297,0.004348874,0.02771495,0.009316385,0.0413802,0.04956006,False,False,1
12/05/2020 17:23:56,59.771,0.9116211,0.06835938,-0.4399414,0.9120687,0.07124837,-0.4246826,0.9171746,0.04201192,-0.4123116,0.005105972,0.02923646,0.01237103,0.04671346,0.04955506,False,False,1
12/05/2020 17:23:56,59.78793,0.9067383,0.0625,-0.4360352,0.9108073,0.07137045,-0.4281413,0.9170703,0.0422168,-0.4125488,0.006263018,0.02915365,0.01559249,0.05100915,0.04955006,True,False,1
12/05/2020 17:23:56,59.78793,0.9052734,0.06396484,-0.4243164,0.9089355,0.0711263,-0.4305827,0.9169535,0.04243213,-0.4126653,0.008017957,0.02869418,0.01791734,0.05462947,0.04955506,True,False,1
12/05/2020 17:23:56,59.77607,0.8930664,0.05566406,-0.4311524,0.9072266,0.07019043,-0.4327393,0.9167193,0.04256185,-0.4128466,0.009492755,0.02762858,0.01989269,0.05701403,0.04956006,True,False,1
12/05/2020 17:23:56,59.77607,0.9033203,0.06640625,-0.4360352,0.9108073,0.06840006,-0.4301351,0.9165892,0.04279335,-0.4130717,0.005781949,0.02560671,0.01706338,0.04845204,0.04956506,False,False,1
12/05/2020 17:23:56,59.75408,0.9077148,0.06933594,-0.4375,0.9099121,0.06905111,-0.4328206,0.9165039,0.04304856,-0.4133066,0.006591797,0.02600254,0.01951405,0.0521084,0.04956006,True,False,1
12/05/2020 17:23:56,59.75408,0.9160156,0.06884766,-0.4345703,0.9078776,0.06840006,-0.4332682,0.9164993,0.04329427,-0.4135091,0.008621633,0.02510579,0.01975915,0.05348657,0.04956506,True,False,1
12/05/2020 17:23:56,59.77712,0.9160156,0.06884766,-0.4345703,0.9070638,0.06778971,-0.43278,0.9164947,0.04353534,-0.4137078,0.009430885,0.02425437,0.01907218,0.05275743,0.04957006,True,False,1
12/05/2020 17:23:56,59.77712,0.9135742,0.07177734,-0.4248047,0.9079997,0.06787109,-0.4326579,0.9164674,0.04379928,-0.4138115,0.008467674,0.02407181,0.01884636,0.05138585,0.04957506,True,False,1
12/05/2020 17:23:56,59.63564,0.909668,0.0703125,-0.4067383,0.9085286,0.06762695,-0.4308268,0.9164044,0.04404478,-0.413746,0.0078758,0.02358218,0.01708078,0.04853876,0.04958006,False,False,1
12/05/2020 17:23:56,59.63564,0.9252929,0.06787109,-0.3964844,0.9098307,0.06722005,-0.4278564,0.916486,0.04426337,-0.4135877,0.006655216,0.02295669,0.01426879,0.04388069,0.04957506,False,False,1
12/05/2020 17:23:56,59.59033,0.9204102,0.06982422,-0.4086914,0.9107259,0.06697591,-0.4259033,0.9165217,0.04449574,-0.4135431,0.005795777,0.02248017,0.01236019,0.04063614,0.04957006,False,False,1
12/05/2020 17:23:56,59.59033,0.9174805,0.07617188,-0.4257813,0.9112142,0.06762695,-0.4247233,0.9165303,0.04478111,-0.4136534,0.005316138,0.02284585,0.01106989,0.03923188,0.04956506,False,False,1
12/05/2020 17:23:56,59.7844,0.9174805,0.07617188,-0.4257813,0.9121094,0.06876627,-0.4238688,0.9165388,0.04506138,-0.4137617,0.0044294,0.02370489,0.01010713,0.03824142,0.04956006,False,False,1
12/05/2020 17:23:57,59.7844,0.9057617,0.07763672,-0.4277344,0.9121501,0.0699056,-0.4241537,0.9164434,0.04534966,-0.4138853,0.004293323,0.02455594,0.01026833,0.03911759,0.04955506,False,False,1
12/05/2020 17:23:57,59.76744,0.9121094,0.07568359,-0.4238281,0.913737,0.07157389,-0.4235433,0.9164054,0.04561575,-0.4139726,0.002668381,0.02595814,0.009570748,0.03819727,0.04955006,False,False,1
12/05/2020 17:23:57,59.76744,0.9125977,0.07617188,-0.425293,0.9145101,0.0723877,-0.4226481,0.9163722,0.04588145,-0.414071,0.001862168,0.02650624,0.008577138,0.03694555,0.04954506,False,False,1
12/05/2020 17:23:57,59.76807,0.9082031,0.0703125,-0.4174804,0.9145508,0.07246908,-0.4209798,0.9163018,0.04609207,-0.4141004,0.001751065,0.02637701,0.006879449,0.03500753,0.04954006,False,False,1
12/05/2020 17:23:57,59.76807,0.9125977,0.06982422,-0.4086914,0.9142659,0.07255045,-0.4188232,0.9162702,0.04629491,-0.4140542,0.002004266,0.02625555,0.004769087,0.0330289,0.04953506,False,False,1
12/05/2020 17:23:57,59.772,0.9135742,0.07080078,-0.4023438,0.9140625,0.07271322,-0.4161377,0.9162473,0.04650258,-0.4139549,0.002184808,0.02621064,0.002182782,0.03057823,0.04953006,False,False,1
12/05/2020 17:23:57,59.772,0.9135742,0.07080078,-0.4023438,0.9140625,0.07263184,-0.414266,0.9162249,0.04670677,-0.4138573,0.002162397,0.02592507,0.0004086196,0.02849608,0.04952506,False,False,1
12/05/2020 17:23:57,59.75893,0.9116211,0.07568359,-0.4194336,0.9142253,0.07307943,-0.4153239,0.9161865,0.04694824,-0.4139038,0.001961231,0.02613119,0.001420081,0.0295125,0.04952006,False,False,1
12/05/2020 17:23:57,59.75893,0.9072266,0.07373047,-0.4277344,0.9127197,0.07356771,-0.4179281,0.9161125,0.04716958,-0.4140181,0.003392756,0.02639813,0.003909975,0.03370086,0.04951506,False,False,1
12/05/2020 17:23:57,59.75651,0.9111328,0.06738281,-0.4248047,0.9119466,0.07336426,-0.4192708,0.9160717,0.04733526,-0.4141065,0.004125059,0.02602899,0.005164325,0.03531838,0.04951007,False,False,1
12/05/2020 17:23:57,59.75651,0.9189453,0.0546875,-0.4135742,0.9120687,0.07157389,-0.4182536,0.916095,0.04739504,-0.4141022,0.004026353,0.02417885,0.004151374,0.03235658,0.04950507,False,False,1
